ch2,ch3,ch4,ch6,ch7,ch8,cA5,cD5,cD4,cD3,cD2,label
-1.3158294984205028,-0.6909391446880473,-1.2170370765226053,-1.4960394692383836,-0.6628596265723962,0.15202033864853304,-1.1932953251842093,-1.0311832012913889,-0.002221388299564441,-0.3633816883421169,-0.8565091294871552,0
-1.3235845247949853,-0.18627243372127922,-1.3037627654909973,-1.6746916628747162,-0.3645723719108487,0.5618466204987725,-0.8716386433208947,-1.230433892195048,-0.4516772814484936,-0.07018202174154996,-0.24119692807197188,0
-1.1782962704894144,-0.4540574031259226,-1.2065887909585635,-1.6928469989666604,0.21952303881955262,0.3025801976615193,-0.9202633124014395,-1.154911615981762,-0.7662556196174326,0.057910758465395375,-0.14051012777338978,0
-0.9885085014971856,-0.6766335962457968,-1.2646366982814246,-1.746223714355315,0.27564745289240544,0.7217997989812857,-0.6912029512930528,-1.2940678814854731,-1.1293441190918028,0.3440966975311005,-0.18744282892479888,0
-0.6891714250885744,-0.7047716367625099,-1.355284513549998,-1.5164235580546903,-0.3994282844027953,0.988099696201264,-0.4792263778917328,-1.213491431576343,-1.2445767656099653,-0.4848502848108351,0.007368849626704794,0
-0.9974143481154399,-0.8596485603585131,-0.9565058987366549,-1.5622265051594957,0.9840628874729731,-0.060336390961142114,-0.6000288129444825,-1.3072644386234833,-1.0885846040470561,-0.2145767198510314,-0.429008288435783,0
-0.7149038082653904,-0.9264486752464681,-1.27815564545303,-1.4621814079550688,0.24613139732459458,-0.03436829059591816,-0.6898568035368817,-1.2359320916335363,-0.7663004317672905,-0.3727348023049763,-0.7152404265548287,0
-0.6274207005023558,-1.0792039418847386,-1.0587870474588863,-0.8387704157650775,-0.3468769650155393,-0.31165583759361865,-0.39549082369631183,-1.028029682586948,-0.9647203798268524,-0.6235815084255124,-0.6046280120344641,0
-0.22638443428758798,-1.1289241662737841,-0.8954487537367757,-0.5830567094428923,0.40381991670711953,-0.7266931732029561,-0.25089672493389786,-0.7687871111002669,-1.0267997382522729,-0.41374006091865845,-0.6106207894275598,0
-0.34855840274589356,-1.1547819016745906,-0.6569560510447471,-0.552379759739148,-0.2598065171669008,-0.5923147666941339,-0.24491998838822468,-0.7434005608235333,-0.8254422742950414,-0.527075208894047,-0.5530957324711755,0
-0.7070637543013818,-1.088855477400856,-0.35910684942696963,-0.2398275559330209,0.10831895576728967,-0.6287123066039261,-0.20317005447680592,-0.6241586637568847,-0.019857952459859697,-0.12283845126863926,-0.3813047555473413,0
-0.6784218575170222,-1.0981927247197916,-0.5980258185275538,-0.45078991215896524,-0.4687707866906683,-0.6726622156679674,-0.584452020239745,-0.6130816070400467,0.33917254189199697,-0.07726831061484184,-0.6025308169521588,0
-0.5690688633706682,-1.0152749284147238,-0.40283824441877786,-0.5412791063351323,-0.26788349032216857,-0.5645427385631809,-0.8988707527765165,-0.2787901627068771,0.26709619240939314,0.37905711965236577,-0.28277387098166695,0
-0.5689637057515311,-1.0314966814182518,-0.31431703308835146,-0.4759554891404253,-0.7375567702754043,-0.5390364982512501,-0.8810786083704018,-0.14455275502057008,-0.06846080307564584,-0.379976061585737,-0.7238657152879461,0
-0.34783683742875343,-0.9992442811665694,-0.31338025444585477,-0.2959697202328396,-0.595863040161302,-0.32220334876607204,-0.7675403208276883,0.051335451762017204,-0.5472119310157125,0.05323948260405687,-0.50998817389222,0
-0.4510661573717619,-0.8948646720557537,-0.4607904297602031,-0.5214902676331417,-0.575282385647229,-0.558021944510895,-0.7865967606601597,-0.19978601880233632,-0.4814695198316607,-0.2264465775334993,-0.6477573043597417,0
-0.8824910722967202,-0.9734061725373595,-0.6683117637791124,-0.7932562974995546,-0.4740283037517988,-0.20851204542365204,-0.6994335416431628,-0.6324103304028146,-0.5858429244664753,-0.7291429248562782,-0.2598153969012293,0
-0.9459139226282505,-0.9302641259793348,-0.7849790136018879,-0.9487511221813834,-0.4216139879695463,-0.4524670237392144,-0.6551882023269979,-1.0070778187309002,-0.3222321166665661,0.35514543793212466,-0.13561623241163817,0
-1.133821990607023,-1.0365784499396429,-0.7438864005321899,-0.9769332100979566,-0.7215696104541144,-0.395001269663534,-0.47565429352150085,-1.216997503430486,-0.5380338558198258,-0.7145665973528943,-0.7723370361602665,0
-1.2522911298397488,-0.891980836539767,-0.8483693987894728,-1.178453288617501,-0.026473070831831255,-0.4120672606084095,-0.4741255475654478,-1.4187097602349295,-0.7451085592741187,-0.5576947874626514,-0.7023243486750942,0
-1.2219391791623646,-0.9496687042769356,-1.0835064182218361,-1.4138821687908258,-0.2544400576901594,-0.41444430764195506,-0.8162672554113847,-1.2940089927182017,-1.3674202506100384,0.4696662328120219,-0.4215732486873595,0
-1.1386798057115852,-0.8725793970097607,-1.148606743014921,-1.4443483578603773,-0.12360619433695193,-0.3224633706105997,-0.7437829980324455,-1.2782869868689044,-1.5440267739788571,-0.3775482370524535,-0.5358519997599299,0
-0.9301034409440329,-0.8024426878819161,-1.1357163051425865,-1.382791041895076,0.23648884245003454,-0.38904883731869566,-0.6369162040212404,-1.3175988585113463,-1.0557686049436414,-0.35320358129601354,-0.18863273730860042,0
-0.43475408890452943,-0.7043989523131211,-1.0301729931216501,-1.0849199552371138,1.439761385449533,0.10660782543460719,-0.2933837864478555,-1.1828905802900185,-0.2896759632036713,0.6409626266824411,0.6389097922145619,0
-0.6849781831682434,-0.8609083869642564,-0.8497558089917163,-0.808647244208142,-0.008830926912560476,-0.08522108513091539,-0.5017522601886427,-0.8269130283015446,-0.35537914549194494,0.016500088183534007,-0.4405920886857464,0
-0.7791737701791565,-0.9739027241985647,-0.9020817280333018,-0.8362649941618329,-0.7814507462775098,-0.23761651518224555,-0.6186881860308847,-0.8081547063895416,-0.6251920353878,-1.0061458933283949,-0.31115328411185345,0
