ch2,ch3,ch4,ch6,ch7,ch8,cD2,cD3,cD4,cD5,cA5,label
-0.11594100365513119,-0.7369531846127281,1.0622409703194047,1.1692433512912148,0.7310037502484212,1.0251130221319011,0.9315452540644736,2.4409055509082145,-0.12462362492384432,-0.6875033102885549,-1.1301565078451852,0
-0.5869421508347564,-0.5747939989725346,-0.42393485496841654,-0.06193873387589895,-0.8832541713540156,-0.2609739371618535,-1.1748525886574517,0.744960741079027,-0.7961834318680842,-0.18798832018822043,0.24112453071639728,0
-0.7679027460526618,-1.616896430675019,-0.8546170449475953,-0.5836208856840485,-0.7494158470647663,-1.5732208456047871,-1.254604278075426,-0.8408772790132663,-0.21736882044590009,-0.8529695230175299,-2.006818417601446,0
-0.6262318938226459,-0.9970817411097058,-0.16452108340826196,-0.6491473875646369,-1.0183611011606493,-1.25449117985309,-0.6504778798156311,-0.41811146654624176,-0.7464237275630012,-0.9056650621244772,0.1869162930446029,0
-1.6343572405220723,-1.3747261987347055,-0.9001203583118076,-1.0778177559618214,-1.1977321342751235,0.07086511698768284,-1.1648468073628715,-0.24926798571654415,-1.088214031005365,-0.5517698088183055,-1.750054257860085,0
0.15082483305334335,0.4772655862143918,0.32082499502850403,0.46142914271257696,-0.06829573114449157,0.15535455323009756,-0.564425397674183,0.29755101883329044,0.32428967602165437,0.5635304782502553,0.09188495278188469,0
-0.8487213886966217,-0.7131638679613482,-0.31855725901713056,-0.6628780201166833,-1.1504313223776417,-0.9142456938770518,-0.7536400224809617,-0.6011627574930304,-0.7949138529456097,-0.7395823849467353,0.10755883672127482,0
-0.19183511732428177,-0.9593175406044,0.5917338556540784,-0.023055603961445983,-0.5055801217057727,-0.9031382945287139,-0.11979788417047134,-0.06069754324355134,-0.27495473797915204,-0.7583275623071649,1.3253694103239844,0
-1.4973363257602883,-2.188950789647576,-0.9601412067427575,-1.1971379915353562,-1.2498549665332803,-1.1673495666716445,-0.45417941466888856,-1.3729247751795273,-1.0648077212460634,-1.6050279862324255,-1.7010430472980138,0
0.705060503118617,-0.019307235572094135,0.4482820830212303,0.27588233480708196,0.8218918636762675,0.39223409480906984,-0.7255104572371305,-0.4237977395152605,0.8244831631656487,1.6578129566861743,1.539660841971184,0
-0.47404337334909075,0.4349672052487086,-0.1976442108740356,-0.5237585818117532,-0.2709577139828724,0.34489011789741086,-0.9590911043740245,-1.4887945597096004,0.4035096786762913,0.7159908302138713,0.2623688941351842,0
-0.3550426623331906,0.27671573864826665,-0.649087624202879,-0.5615861618630594,-0.4878746959773871,-0.5198545259467791,-0.5430774660405311,0.1842789631850822,-0.5656292440780517,-0.3222077100603643,0.0790028639976634,0
-0.14782957921537723,-0.4742762857176597,-0.14967918588719747,0.17461966661286565,0.6776360897019473,-0.17365443592687257,-0.684301372140477,-0.9519301429177269,0.40740479890046705,0.9775342145439726,1.2489094362598714,0
0.003812119413429285,0.14768101581998574,-0.022835336997895726,-0.2681084130871245,0.26743247200636294,-0.2144020158636051,-0.2119378946038768,-0.43341999143063825,-0.14096691402538641,0.10588508474387663,1.3581702596356313,0
-0.9543166483294723,-1.1858644762248771,-0.3855209814289169,-0.6838596295892417,-0.8403923996191236,0.3238103697346295,-0.2904781474108319,-0.6730227135764433,-0.6819592257254083,-0.11213635395059153,-0.6779705446283256,0
-0.4434274188921512,-0.31493632852405384,0.24809617405277212,-0.2191948276172846,0.00710797173999149,0.34176229301095773,-0.060783058556765045,-0.2059939164672481,-0.21071913245552923,0.44638382886639205,0.33055441191526963,0
-0.8584067575931051,-1.4133077856009948,-0.6750366637093176,-0.8350346964838083,-0.5636989874709963,-1.2922359749542536,-0.09446424494000451,-0.3002606967225834,-1.0004675952112754,-1.3086235641480353,-0.5559934881218483,0
-0.055064351740468795,-0.2953114846221481,0.16790451793860584,0.12660054349917552,0.665453844178007,0.001194064732081799,-0.13638570619232238,-0.001906770299778155,0.35682777178210484,0.7925289066152882,0.9025401328429477,0
-0.45567619337146215,-0.7333577200620344,-0.3864001425884209,-0.5600335126427666,0.4449290469988608,-0.7274516708754354,0.10200135065067674,0.24776188717947661,0.14491782417732404,-0.6873042126134647,-1.3374851250505504,0
0.2198527311148484,1.110423297171353,0.18562796271548632,0.4791047570150059,1.1447749763139732,1.2169949561259314,-0.17463887507651724,0.1040042964262543,0.8381463254496777,1.7590640060491538,1.966241809550916,0
-1.1034821272165543,-1.68290056788416,-1.2481067831702006,-1.2985051462196282,-0.7474448091122561,-1.1856645280881664,0.05131248936135609,-1.4452694041149245,-1.5196585655411579,-0.8299794813727641,-1.1386641719621156,0
0.10028095198820212,-0.28380499453196756,-0.38582759608273226,-0.11437180184908169,0.06102486712757654,-0.418473443526292,0.45865210136034545,-0.43839444970794267,0.0890580568606788,0.220626254386702,0.1723783989049424,0
-0.8931389025916414,-0.7654681303029547,-0.7189397010473242,-0.6624498866812742,-0.5066555900825217,0.8529851569312898,0.6540120594472373,-0.630343184792756,0.03614004651066507,-0.30632662165989816,-1.5308812480600915,0
0.17345898768838267,1.4905772475523387,0.19651935097190237,0.6283930276309869,1.4850836159772287,1.085108521607466,0.343899070717429,-0.7230453699994733,0.8665553508819206,1.5393406477303384,0.5749062710600711,0
-0.17063494028790852,0.14251666403405835,-0.2902315230018622,-0.3660177444911992,-0.19337273464381027,-0.13966102109191747,0.22359368911562133,0.03533366340536046,-0.30573354899531646,-0.22057497817136132,-0.15767167875360177,0
0.4323843005567827,0.6366359164345712,0.1410010162220995,0.20714821641642472,0.42211516087291107,0.855505896928906,1.2263269146913673,0.266089394478761,-0.06925854400481139,0.7595218915937811,1.6181395922629673,0
-0.6236267581013059,-0.9342468604212834,-0.7953041904872759,-0.7400533666553851,-0.36360072798796916,-0.705990517490313,0.6694569579593717,-0.6640127300485015,-0.350112412143727,-0.9571987073805962,-1.9635140917067742,0
-0.4531026856787448,0.0963877834347176,-0.5148577842928513,-0.4817015156533676,-0.07508924839053488,0.8028461993334391,-0.5044172776371864,-0.9468261180012812,-0.46553320681166777,0.23948337953433438,1.8765968118459986,0
-0.4317080983946569,0.7536028447776936,-0.45501078302379283,-0.8314950058783522,-0.15264959871517167,1.5189574627460063,0.6579930890353852,1.1344883908574854,-0.23615856345678807,-0.6422631341286504,-0.6917605000416391,0
0.010855725847778242,1.249897741331685,0.18835966852534392,0.09485474972117686,-0.20788141009340708,-0.2320047021385657,-0.43350427354622834,-0.7954979187717178,0.40266866658928746,0.007087605631250377,1.5881298527524468,0
-0.25892356521242316,-0.37980230280701804,0.016163053982532476,0.053305885454517074,-0.10585165656175863,-0.7547466330602687,0.43449768194529087,-0.35067699974845234,-0.13533568284008946,-0.3250602552532172,-1.0029462913201619,0
-0.4295093465906084,0.6201528854411844,0.7869110029137233,0.03677650015880023,-0.923731545104271,1.3511835306142543,0.5273381370398703,0.4622320484348672,-0.09352701965508234,0.457031952185463,0.45383419871363573,0
-0.19610585703128772,-0.013043076792720406,0.2699044976167383,0.03965353787021852,-0.7802906194036126,1.3116217681729545,1.1784250301236348,1.1334789140015276,-0.585788754471695,-0.5116228513200621,-0.286008040478662,0
0.41731337365202276,1.3477291935223703,0.9085820949976172,0.5712622634281033,0.27447150103788437,1.6721627902693303,0.8197474851292329,1.9034497578837548,0.24756981301359907,0.4248307600493853,0.5479675718312225,0
0.4655446260289318,-0.7526128667233277,0.35487612704589766,0.501282807238781,-0.7036178149576358,-0.8671875249255869,1.4981571451731541,1.6652757488153385,-0.23853280415091202,-1.447478691467208,-1.2692802951850255,0
1.1131274535807407,0.08148862159408159,1.182278822340906,1.1353515402993595,-0.19869853748844504,-0.25471166455826755,0.9426149495393074,1.827186238410688,0.30787849281833995,-0.1032558806783359,0.4022440602627783,0
