ch2,ch3,ch4,ch6,ch7,ch8,cD2,cD3,cD4,cD5,cA5,label
-0.7370039498992722,-0.6765882789185694,-0.5235865391342699,-0.7682158349740769,-0.5823505206910525,-0.5231671922845593,-0.22152773493270939,0.7199743226468958,-0.5376382790403145,-1.5163739118556916,-1.6336718506754664,0
-0.746226341660085,-0.6802695568032271,-0.802849645769575,-0.6635688288346455,-0.1490188973054663,-0.2603347661288152,-0.5035772109350396,-0.0006308424782784737,-0.3257205530331852,-0.13707092442541116,-1.1306667168500861,0
-0.45244204532410665,-0.05732255160038423,-0.4863806875386494,-0.46506878990593054,-0.08159689723467621,-0.23724690622946454,-0.2887285267069885,-0.6348821393523498,-0.038073552640612796,0.0851897609259642,0.2341172135030994,0
-0.7606715941403513,-0.00913120466627237,-1.2074404008963908,-0.690353973184041,0.42996436795035387,0.06336098115688012,-0.6861971138589197,-0.5522608874639268,-0.005992111695884656,0.08959479479580297,-0.6196620327323785,0
-1.3137222351123996,-0.3002028765480136,-1.2894496385670262,-1.2918341256638741,-0.4054827854946745,0.938960811235395,-0.5714002339560953,-0.9103604884298765,-0.9776400863106693,-0.1918701613786436,-0.7621454581894619,0
-0.7923206219152619,-0.7697636924260828,-0.7725601701778488,-0.9736963408089055,-0.04349401261863368,-0.42751309842260404,-0.7272728602611667,-0.6336060360316096,-0.4417894017104877,-0.42415359317772516,-0.09935493695935135,0
-0.9963848103406411,-0.720429846251156,-0.8365276361869486,-1.2438553267150894,0.15335506347010192,-0.9296635130721478,-0.327548795117738,-0.147457371713146,-0.8213247888278811,-1.237170485774611,-0.9243502908110498,0
-1.1763300177381422,-0.9748998180070003,-1.306670676948893,-1.2904964736986606,-0.6130412159024153,-1.3118501832033351,-0.23533690691535616,-0.7451614466781764,-1.2981353933133215,-1.2480822629112949,-1.9948693575036698,0
-0.9789640277801699,-0.9660275309300638,-1.1074437635910823,-1.2815115266495196,-0.5795960419768856,-0.7798324518072443,-0.2485007617362046,-1.1069456868849696,-0.6935861559974119,-1.3995842821168316,-1.5249925339956865,0
-0.6394569094515606,-1.0908345553209553,-0.8709962406338596,-0.9872679224757404,-0.4673420966855283,-0.7419225087749992,-0.4316269032394724,-0.4081133830417892,-1.1208882353755583,-0.9936795825183533,-0.43520453286685307,0
-0.07556704965500226,-0.2848579548650625,-0.4058815494807747,-0.3326134128798905,0.14299782026803765,-0.2069772646364198,-0.2765497950420416,0.8418816519684797,-0.26481639136098756,-0.6220586899442596,-0.5199180967508172,0
0.1134336890307056,-0.3720163307790793,0.061202961959157594,0.17373261853178384,-0.216306038643276,-0.9554642431277526,-0.2521366973211328,0.8012156869548642,-0.39695642221137667,-0.9215909153265045,-0.9186930895633206,0
0.5548601517333566,0.22340548995666712,0.4539092804758144,0.7168449101530935,-0.33570545216180836,-0.3892643722845266,0.6887031928029721,0.7217317204316303,0.5058663999385384,-0.07508715636434726,-0.5803147549641764,0
-0.40450032005161796,-0.5188295042549737,-0.45290421416693744,-0.1742877958449798,-1.1621875935756079,-1.0843804724876716,0.7461142866521598,0.2048624527769697,-0.6402781624496156,-1.243798214626538,-2.320895077716024,0
-0.17277834719284502,-0.3750775456146297,0.031820280761834525,-0.12542381688410295,-0.9825465342754486,0.1686191971579647,0.7616053264605844,-0.24026586457156254,0.17747478024778549,-0.9491987023277337,-1.2205007135686212,0
-0.2837194426370212,-0.38395845380620397,-0.04711216368419639,-0.3148715714489063,-0.7550561130666682,-0.2406812292802608,0.49837524403715894,0.2466047813085241,-0.6279544514205687,-1.2914285514777795,-0.7538792493993223,0
-0.8238068302214628,-0.8209798302677611,-0.8038789690302347,-0.9916099532307627,-0.6958246509024429,0.2989434664541389,-0.10896055452437862,0.3060961180643047,-1.3198892267658195,-0.8120777239731313,-1.374408693412638,0
-0.09163693110016737,-0.0376466625999251,-0.29884873183785926,-0.03642324000803858,-0.05540700067425799,0.16555399822284403,-0.5729596415237247,0.31799822464420024,0.2908926773670003,0.20460402035881556,0.36455863033321406,0
-1.1939750312328814,-0.928004573425382,-1.2807257514312937,-1.2008549615268702,-1.1632875979633546,-0.924976793843993,-0.7818611892529548,0.09681593385705259,-1.581426744766815,-1.4986837824438672,-1.5815878036565247,0
-1.3597175095459266,-0.1699956954349173,-1.5470011603233622,-1.3048313885381861,-0.8079178234059183,-0.9255786186828129,-0.8753099094425069,-0.3081419566249007,-1.08928498459843,-1.204397601519131,-1.098081578701407,0
-0.9383915785025428,-0.4438280118993706,-1.434788159617224,-0.6372147984345273,-0.21480005822355133,-0.6792603954452152,-0.8709179543491524,-1.154124012032042,0.4158463674923341,-0.47518752870288483,-0.6850885970426189,0
