ch2,ch3,ch4,ch6,ch7,ch8,cD2,cD3,cD4,cD5,cA5,label
-0.40592250646238065,-0.13653943507408134,-0.6015747281508345,-0.6298888811146541,-0.9914231445022504,1.801585063639519,0.009288470850038788,-0.3573377032424434,-1.1083852524953606,-0.5460477809456731,1.2261238814547448,0
-0.38259372667570163,-0.8603410103639182,-0.023188612819949432,-0.5474227979509442,-0.43722246626400313,-0.22918708707081384,-0.1253007857137741,-0.36821879695450865,-0.808794280358603,-0.1725664905998222,0.19315637151178253,0
0.19737666249819136,0.0228640812562376,0.15291006112468353,0.24773764584407015,0.1353190162052901,0.6599479165289973,-0.38770162306398304,-0.9135711366690952,0.7134340849044276,0.9452923761491782,1.6811519677786082,0
2.4936913284263142,4.076175679106701,2.1840926835028207,3.209387288894677,3.7005600214958596,3.471107624396104,-0.10366652512568984,0.8435150294925549,3.2138110341239576,3.705635276775984,2.0730597375962465,0
-1.1106886077875322,-0.34628529527729895,-1.002252573773215,-0.9989252416984776,-0.9144520305763804,-0.4872041805199262,-0.30224955211047777,-1.1665778620368699,-0.8140227512572068,-0.687809803703837,0.4895248437126868,0
-0.7554351225207214,-0.2794780889042861,-1.142087751821992,-0.9687067070607853,-0.5613894812019106,-0.6513220146443077,-0.2930950676222514,-0.5017573082065716,-0.41210978887357047,-1.235619662105088,-0.576826277424794,0
-0.14266901780159125,-0.19678066244590708,-0.8538347283411669,-0.589350670306099,-0.3015283388886055,-0.3315606316323693,-0.4165184619545097,-0.7146882416983431,0.12323483845524132,-0.07970701854421608,-0.38337397071221413,0
-0.15100603623544095,-0.35256287253605684,-0.29305580187441704,-0.43194063143685474,0.33100121829102114,0.45582349963998353,-0.05571203175256836,-0.31604595661969154,-0.43359147573272394,0.22263628840184777,0.963964818438117,0
1.2897964194645586,1.2570155518573718,0.6358002339453815,1.0803761747757206,1.8227659191250067,-0.5524804116640435,-0.9359517441233566,-0.5292965960029073,2.824208344139868,2.471163163866228,1.2197592284601086,0
-0.3337801904192867,-1.4553139710339291,-0.48242969296388594,-0.2694787145811297,-0.45875916181744475,-0.3695925553659337,-0.21985642630497068,-0.12143450040459973,0.38806583366331826,-0.8574855499424194,-1.4781246919796307,0
-0.18565994034475164,-0.6509664820380834,-0.264749255424167,-0.21304602000032116,-0.22139011931933045,-0.9399115297528693,-0.05452967245735736,-0.28437690164653157,-0.3729745870072904,-0.3869525466712853,-0.08326010698135754,0
-0.678435864808214,-0.9422961304990409,-0.7156344068370484,-0.6498837911430987,-1.047308605025417,-1.0890831150133775,-0.0804342856939666,0.010676446602005512,-0.4410053494300154,-1.1746677833020394,-2.5490742703429223,0
-0.40704730660744604,0.39825512868260043,-0.2483985969990615,-0.525971453364714,-0.2736096609628739,0.7052817866912738,-0.23450978289723723,0.018562810056747182,-0.18927682840913906,0.17133196346083637,0.4480953083956843,0
-0.2773373518074728,-0.20426111442355194,0.103988401005081,-0.2875973702136205,-0.09357943761305126,-0.18198384026017034,-0.20697084618893175,0.08598243283374968,0.27954039263917363,-0.0005066543593880784,-0.30187928154826205,0
